date,cases_new,cases_import,cases_recovered,cases_active,deaths_new,vax_daily_doses,vax_cumul_fully_vaccinated,vax_cumul_booster
2021-04-07,1139,13,1199,14098,4,31055,351989,0
2021-04-08,1285,17,1175,14204,4,26904,366799,0
2021-04-09,1854,20,1247,14806,5,21628,381196,0
2021-04-10,1510,5,1248,15060,8,15748,391269,0
2021-04-11,1739,8,1216,15575,8,23195,401990,0
2021-04-12,1317,12,1052,15836,4,39338,415954,0
2021-04-13,1767,9,1290,16301,12,24521,423656,0
2021-04-14,1889,6,1485,16697,8,28696,431407,0
2021-04-15,2148,19,1259,17576,10,27274,440576,0
2021-04-16,2551,29,1524,18601,2,19558,444503,0
2021-04-17,2331,12,1832,19095,5,9692,445617,0
2021-04-18,2195,10,1427,19855,8,9932,449385,0
2021-04-19,2078,13,1402,20523,8,33169,457882,0
2021-04-20,2341,7,1592,21269,3,33384,469177,0
2021-04-21,2340,12,1910,21688,11,27733,481067,0
2021-04-22,2875,29,2541,22015,7,29589,496259,0
2021-04-23,2847,4,2341,22513,8,18923,502960,0
2021-04-24,2717,27,2292,22927,11,11475,506441,0
2021-04-25,2690,10,1853,23754,10,14855,512181,0
2021-04-26,2776,4,1803,24714,13,30322,521128,0
2021-04-27,2733,5,2019,25415,13,34724,533026,0
2021-04-28,3142,13,1822,26720,15,39744,546297,0
2021-04-29,3332,9,1943,28094,15,12541,552365,0
2021-04-30,3788,2,2640,29228,14,26721,561286,0
2021-05-01,2881,16,2462,29632,15,5507,563861,0
2021-05-02,3418,10,2698,30340,12,15781,571983,0
2021-05-03,2500,4,2068,30754,18,51296,598734,0
2021-05-04,3120,6,2334,31517,23,49850,618442,0
2021-05-05,3744,7,2304,32940,17,55063,641357,0
2021-05-06,3551,16,2709,33763,19,55895,660146,0
2021-05-07,4498,5,3449,34790,22,47874,675644,0
2021-05-08,4519,5,2719,36565,25,27175,684094,0
2021-05-09,3733,6,3211,37061,26,32543,690702,0
2021-05-10,3807,5,3454,37397,17,61636,715583,0
2021-05-11,3973,5,2848,38500,22,49020,734048,0
2021-05-12,4765,7,3124,40102,39,18183,741880,0
2021-05-13,4855,3,3347,41583,27,124,741891,0
2021-05-14,4113,1,4190,41472,34,70,741900,0
2021-05-15,4140,9,3432,42136,44,11010,742504,0
2021-05-16,3780,2,3990,41890,36,10384,742838,0
2021-05-17,4446,3,2784,43507,45,60749,771057,0
2021-05-18,4865,5,3497,44828,47,78307,803474,0
2021-05-19,6075,3,3516,47341,46,84438,837637,0
2021-05-20,6806,2,3916,50172,59,81377,859653,0
2021-05-21,6493,2,4508,52107,50,61218,878569,0
2021-05-22,6320,3,4694,53683,50,46751,881939,0
2021-05-23,6976,9,3587,57023,49,46510,890374,0
2021-05-24,6509,26,3452,60019,61,95973,916537,0
2021-05-25,7289,4,3789,63459,60,100743,947345,0
2021-05-26,7478,5,4665,66209,63,22474,949256,0
2021-05-27,7857,9,4598,69409,59,108657,998956,0
2021-05-28,8290,2,4814,72824,61,74642,1026601,0
2021-05-29,9020,6,5527,76219,98,66263,1041696,0
2021-05-30,6999,4,5121,78018,79,62900,1066147,0
2021-05-31,6824,3,5251,79524,67,96440,1094883,0
2021-06-01,7105,2,6083,80475,71,100018,1119354,0
2021-06-02,7703,2,5777,82275,126,107033,1129255,0
2021-06-03,8209,64,7049,83332,103,119397,1137145,0
2021-06-04,7748,2,6624,84370,86,91522,1142140,0
2021-06-05,7452,8,6105,85608,109,73687,1143548,0
2021-06-06,6241,14,5133,86629,87,82867,1145168,0
2021-06-07,5271,14,7548,84270,82,65984,1150277,0
2021-06-08,5566,4,6962,82798,76,155073,1196739,0
2021-06-09,6239,11,7386,81576,75,157243,1237565,0
2021-06-10,5671,8,7325,79849,73,161400,1285094,0
2021-06-11,6849,4,7749,78865,84,126743,1315410,0
2021-06-12,5793,6,8334,76248,76,137704,1349629,0
2021-06-13,5304,5,8163,73325,64,132091,1376657,0
2021-06-14,4949,6,6588,71626,60,204095,1432646,0
2021-06-15,5419,6,6831,70113,101,223478,1488929,0
2021-06-16,5150,3,7240,67950,73,214727,1497239,0
2021-06-17,5738,3,7530,66098,60,229721,1541732,0
2021-06-18,6440,5,6861,65603,74,185795,1574526,0
2021-06-19,5911,1,6918,64524,72,172319,1610885,0
2021-06-20,5293,7,5941,63816,60,146821,1635145,0
2021-06-21,4611,8,5439,62919,69,245726,1689951,0
2021-06-22,4743,2,5557,62028,77,260399,1751047,0
2021-06-23,5244,7,6372,60817,83,265693,1831266,0
2021-06-24,5841,8,5411,61163,84,277969,1926133,0
2021-06-25,5812,32,6775,60118,82,223257,1994464,0
2021-06-26,5803,10,5193,60647,81,199212,2050886,0
2021-06-27,5586,3,4777,61396,60,178075,2117153,0
2021-06-28,5218,7,4744,61813,57,210302,2160835,0
2021-06-29,6437,14,5298,62845,107,244508,2246406,0
2021-06-30,6276,16,4929,64130,62,270978,2343279,0
2021-07-01,6988,5,5580,65454,84,270409,2429925,0
2021-07-02,6982,3,6278,66085,73,241033,2500693,0
2021-07-03,6658,11,5677,66959,107,224286,2580136,0
2021-07-04,6045,20,5271,67670,63,216022,2661027,0
2021-07-05,6387,26,4532,69448,77,328223,2782600,0
2021-07-06,7654,11,4797,72202,103,356550,2921985,0
2021-07-07,7097,26,4863,74345,91,395635,3098688,0
2021-07-08,8868,10,5802,77276,135,390850,3259422,0
2021-07-09,9180,7,5713,80666,77,350566,3389163,0
2021-07-10,9353,11,5910,84022,87,336708,3506033,0
2021-07-11,9105,18,5194,87843,90,298338,3609530,0
2021-07-12,8574,40,5041,91273,103,435204,3772687,0
2021-07-13,11079,27,5990,96237,125,439988,3944227,0
2021-07-14,11618,26,6377,101360,118,459640,4108435,0
2021-07-15,13215,13,6095,108370,110,479374,4269859,0
2021-07-16,12541,16,6742,114054,115,418330,4404187,0
2021-07-17,12528,19,6629,119815,138,397765,4537132,0
2021-07-18,10710,12,5778,124594,153,356872,4641384,0
2021-07-19,10972,48,6439,128998,129,443655,4796070,0
2021-07-20,12366,8,7567,133704,93,312197,4899623,0
2021-07-21,11985,7,7902,137588,199,459976,5070332,0
2021-07-22,13034,25,8436,142052,134,520564,5247316,0
2021-07-23,15573,32,10094,147387,144,479557,5412028,0
2021-07-24,15902,26,9471,153634,184,433849,5549747,0
2021-07-25,17045,6,9683,160904,92,417808,5674926,0
2021-07-26,14516,3,9371,165842,207,538815,5870734,0
2021-07-27,16117,26,11526,170226,207,572872,6076790,0
2021-07-28,17405,6,12373,175115,143,583126,6284196,0
2021-07-29,17170,32,12930,179181,174,582133,6502983,0
2021-07-30,16840,17,12179,183708,134,536491,6706230,0
2021-07-31,17786,9,11718,189611,165,544561,6913982,0
2021-08-01,17150,1,11326,195275,160,496498,7099714,0
2021-08-02,15764,6,11767,199053,219,489598,7352137,0
2021-08-03,17105,37,12297,203666,195,505227,7603169,0
2021-08-04,19819,23,12704,210524,257,516791,7876863,0
2021-08-05,20596,34,13893,217063,164,539371,8180050,0
2021-08-06,20889,13,16394,221398,160,471696,8446205,0
2021-08-07,19257,16,16322,224123,210,452578,8693683,0
2021-08-08,18688,10,17055,225396,360,412282,8933520,0
2021-08-09,17236,29,15187,227233,212,488731,9218576,0
2021-08-10,19991,0,16258,230765,201,379271,9420600,0
2021-08-11,20780,15,17973,233361,211,520336,9695648,0
2021-08-12,21668,58,17687,237024,318,553059,10029979,0
2021-08-13,21468,25,17025,241190,277,497783,10341599,0
2021-08-14,20670,8,17655,243945,260,471780,10631612,0
2021-08-15,20546,14,16945,247264,282,440765,10913671,0
2021-08-16,19740,19,17450,249280,274,527210,11249387,0
2021-08-17,19631,7,16467,252151,293,550217,11600040,0
2021-08-18,22242,4,19680,254488,225,572981,11965339,0
2021-08-19,22948,9,21720,255538,178,549926,12317858,0
2021-08-20,23564,23,21448,257421,233,515536,12659869,0
2021-08-21,22262,40,18576,260884,223,502092,12986184,0
2021-08-22,19807,5,18200,262259,232,465780,13301146,0
2021-08-23,17672,8,19053,260704,174,419441,13557733,0
2021-08-24,20837,22,18613,262717,211,447538,13834676,0
2021-08-25,22642,5,20798,264296,265,452637,14110400,0
2021-08-26,24599,8,22657,265845,393,440606,14377956,0
2021-08-27,22070,15,21877,265699,339,378317,14596434,0
2021-08-28,22597,12,19492,268552,252,374482,14807243,0
2021-08-29,20579,7,20845,268001,285,333364,14985535,0
2021-08-30,19268,16,21257,265718,294,392758,15181767,0
2021-08-31,20897,1,18465,267868,282,288050,15340315,0
2021-09-01,18762,5,21073,265279,278,431749,15569929,4
2021-09-02,20988,1,23473,262545,249,405408,15777914,11
2021-09-03,19378,14,22399,259194,330,359964,15980524,13
2021-09-04,19057,10,21582,256307,362,336857,16169039,19
2021-09-05,20396,8,20573,255794,336,317247,16340276,22
2021-09-06,17352,8,20201,252673,272,343995,16540713,25
2021-09-07,18547,18,18902,252007,311,352471,16748487,27
2021-09-08,19733,3,22701,248678,361,352293,16961944,34
2021-09-09,19307,6,24855,242808,322,353959,17170218,36
2021-09-10,21176,4,21476,242167,341,318262,17368421,40
2021-09-11,19550,7,21771,239354,592,287032,17558727,86
2021-09-12,19198,5,20980,237280,292,251292,17725368,180
2021-09-13,16073,21,24813,228127,413,252299,17898999,182
2021-09-14,15669,17,18053,225280,463,268509,18089043,185
2021-09-15,19495,11,18760,225593,422,274502,18288765,191
2021-09-16,18815,7,16939,227123,346,221167,18443469,192
2021-09-17,17577,3,22970,221343,387,263882,18626073,198
2021-09-18,15549,5,17205,219363,324,255585,18802527,199
2021-09-19,14954,11,23469,210472,376,239283,18975125,200
2021-09-20,14345,43,16814,207702,301,313143,19186694,202
2021-09-21,15759,27,16650,206477,334,276249,19335280,207
2021-09-22,14990,5,19702,201278,487,341854,19550213,210
2021-09-23,13754,4,16628,198288,116,348548,19759414,212
2021-09-24,14554,9,16751,195841,250,292684,19928462,214
2021-09-25,13899,6,18074,191438,228,278757,20086998,219
2021-09-26,13104,8,20971,183293,278,283943,20249734,226
2021-09-27,10959,12,16430,177564,258,338499,20411983,231
2021-09-28,11332,23,14160,174496,240,344801,20582762,240
2021-09-29,12434,8,17000,169722,208,355926,20741347,246
2021-09-30,12735,17,17725,164540,192,344212,20913918,263
2021-10-01,11889,14,15891,160417,121,249482,21057527,284
2021-10-02,10915,7,15396,155827,109,224295,21188926,290
2021-10-03,9066,12,14454,150321,118,218647,21307990,297
2021-10-04,8075,6,15456,142864,76,237148,21414822,419
2021-10-05,8817,14,15615,135949,117,235251,21523851,526
2021-10-06,9380,13,13045,132179,105,219980,21628045,567
2021-10-07,9890,18,12884,129053,132,205577,21723355,634
2021-10-08,9751,15,12724,126002,78,184982,21831688,1247
2021-10-09,8743,14,14422,120249,74,152084,21942612,1269
2021-10-10,7373,2,10959,116599,64,137562,22047038,1274
2021-10-11,6709,6,10833,112382,93,196795,22189557,1316
2021-10-12,7276,10,10555,109000,103,217853,22349774,1511
2021-10-13,7950,29,10832,106050,68,218206,22512460,3731
2021-10-14,8084,21,12456,101590,88,217136,22683893,7061
2021-10-15,7420,17,10145,98776,89,186238,22822406,17482
2021-10-16,7509,16,9531,96666,88,138386,22940700,21109
2021-10-17,6145,12,9231,93517,63,142803,23063721,23841
2021-10-18,5434,5,8435,90444,72,217380,23238748,33073
2021-10-19,5745,12,8933,87187,69,140188,23362312,34484
2021-10-20,5516,14,9401,83226,76,269407,23583251,51821
2021-10-21,6210,42,7562,81778,96,247978,23777933,72405
2021-10-22,6630,15,7630,80700,78,167194,23898124,91294
2021-10-23,5828,7,9178,77308,42,121274,23999020,99680
2021-10-24,5666,20,6978,75950,46,132362,24111285,108307
2021-10-25,4782,15,7414,73226,92,193365,24258219,130653
2021-10-26,5726,15,5607,73261,84,190005,24400234,153435
2021-10-27,6148,21,7595,71716,98,176700,24528904,181729
2021-10-28,6377,32,6637,71361,95,194600,24649893,234873
2021-10-29,6060,13,7297,70061,63,146281,24734490,280657
2021-10-30,5854,13,6715,69156,44,80435,24786487,301783
2021-10-31,4979,23,6127,67972,36,67744,24830597,318782
2021-11-01,4626,6,5299,67236,63,113143,24889072,363496
2021-11-02,5071,15,5372,66865,70,127079,24948289,421374
2021-11-03,5291,7,4947,67163,46,119825,24993516,487031
2021-11-04,5713,32,5865,66947,64,44346,25013227,508465
2021-11-05,4922,10,5579,66243,47,86578,25045273,556931
2021-11-06,4701,28,5382,65508,54,45034,25059351,582740
2021-11-07,4343,9,5190,64626,35,41407,25074225,605458
2021-11-08,4543,15,7348,61763,58,113229,25120218,665771
2021-11-09,5403,25,5311,61777,78,119902,25152172,745028
2021-11-10,6243,24,5068,62893,59,136315,25192315,832657
2021-11-11,6323,25,5337,63830,49,149625,25237773,927474
2021-11-12,6517,16,6026,64280,41,119385,25272912,1003697
2021-11-13,5809,27,4712,65322,55,59725,25289619,1042803
2021-11-14,5162,11,5019,65420,45,46823,25301224,1074355
2021-11-15,5143,13,4551,65959,53,106799,25329020,1146809
2021-11-16,5413,17,6013,65319,40,125563,25355962,1238085
2021-11-17,6288,22,4743,66796,68,122935,25377544,1332638
2021-11-18,6380,28,5760,67361,55,128780,25399394,1431848
2021-11-19,6355,31,5031,68640,45,109337,25417421,1515952
2021-11-20,5859,19,4970,69488,41,48590,25424196,1554444
2021-11-21,4854,12,5525,68793,24,39302,25429514,1585594
2021-11-22,4885,18,5628,67987,63,113267,25442063,1680762
2021-11-23,5594,24,4908,68626,47,140382,25453261,1804074
2021-11-24,5755,23,5082,69262,37,143556,25462407,1932713
2021-11-25,6144,12,6602,68756,48,144152,25468878,2064020
2021-11-26,5501,25,6664,67548,45,116963,25475987,2168562
2021-11-27,5097,17,5352,67253,40,56981,25481637,2217127
2021-11-28,4239,12,5007,66456,29,43971,25485475,2255007
2021-11-29,4087,21,4984,65498,61,112644,25492754,2355394
2021-11-30,4879,24,5168,65154,55,139662,25501979,2480665
2021-12-01,5439,21,6803,63741,49,147386,25510653,2614147
2021-12-02,5806,11,7246,62254,47,155346,25520151,2754076
2021-12-03,5551,23,5301,62487,17,129967,25527458,2871946
2021-12-04,4896,18,4676,62671,36,72334,25532321,2935972
2021-12-05,4298,23,4928,62001,40,57524,25535753,2988174
2021-12-06,4262,15,5894,60331,38,102867,25542793,3078760
2021-12-07,4965,29,4817,60413,66,130128,25550118,3196372
2021-12-08,5020,17,4525,60880,28,130992,25557092,3315158
2021-12-09,5446,20,5427,60858,41,146703,25565512,3448056
2021-12-10,5058,17,4997,60875,44,128711,25573030,3565239
2021-12-11,4626,20,4690,60780,31,74249,25575939,3635053
2021-12-12,3490,14,5399,58854,17,69904,25578499,3700800
2021-12-13,3504,24,4401,57928,29,134189,25584085,3825193
2021-12-14,4097,18,4301,57676,48,166874,25589754,3982133
2021-12-15,3900,19,4552,56991,33,175067,25595610,4146995
2021-12-16,4262,36,4985,56231,37,177687,25602300,4313398
2021-12-17,4362,28,5098,55477,18,165887,25607489,4470848
2021-12-18,4083,34,5435,54096,29,74126,25609887,4541349
2021-12-19,3108,37,3701,53484,19,81438,25612165,4618958
2021-12-20,2589,46,3810,52220,43,150426,25616938,4760701
2021-12-21,3140,58,4277,51026,57,172660,25621738,4924838
2021-12-22,3519,100,5118,49397,30,182133,25626779,5098360
2021-12-23,3510,95,4997,47866,44,182693,25632436,5271375
2021-12-24,3528,103,4483,46886,25,145044,25636634,5409536
2021-12-25,3160,156,4420,45601,25,26397,25638075,5433873
2021-12-26,2778,129,3539,44821,19,65986,25639641,5497243
2021-12-27,2757,147,4620,42923,35,133473,25645120,5621558
2021-12-28,2897,192,3434,42363,23,158093,25650233,5770657
2021-12-29,3683,239,4322,41688,36,190679,25655537,5952354
2021-12-30,3997,366,3984,41667,34,210738,25660671,6154059
2021-12-31,3573,343,3988,41227,25,186534,25665445,6332739
2022-01-01,3386,346,3547,41040,26,42492,25666356,6373645
